dataset,policy,policy_label,threshold,true_positive,false_admission,false_negative,admitted,n_true,n_negative,recall,false_admission_rate,precision,review_rate,validation_debt_cost,debt_adjusted_utility,meets_false_constraint
CVEfixes,risk_score,Risk score,10.0,56,36,12612,92,12668,8000,0.004420587306599305,0.0045,0.6086956521739131,0.004451325720921231,0.2626174194593962,-0.25819683215279693,True
CVEfixes,risk_score,Risk score,9.9,74,49,12594,123,12668,8000,0.0058414903694347965,0.006125,0.6016260162601627,0.005951228952970776,0.2672121888552898,-0.26137069848585504,True
CVEfixes,risk_score,Risk score,9.8,1761,1128,10907,2889,12668,8000,0.13901168298073888,0.141,0.6095534787123572,0.13978130443197212,0.6452361444764138,-0.506224461495675,True
CVEfixes,risk_score,Risk score,9.6,1794,1149,10874,2943,12668,8000,0.1416166719292706,0.143625,0.6095820591233435,0.142394039094252,0.6525905339723949,-0.5109738620431242,True
CVEfixes,risk_score,Risk score,9.4,1797,1151,10871,2948,12668,8000,0.14185348910640985,0.143875,0.6095658073270014,0.142635958970389,0.6532934256719171,-0.5114399365655072,True
CVEfixes,risk_score,Risk score,9.3,1814,1161,10854,2975,12668,8000,0.14319545311019893,0.145125,0.6097478991596639,0.14394232630152892,0.6567732530375268,-0.5135777999273278,True
CVEfixes,risk_score,Risk score,9.1,1962,1261,10706,3223,12668,8000,0.15487843384906852,0.157625,0.6087496121625815,0.1559415521579253,0.691952469145629,-0.5370740352965605,False
CVEfixes,risk_score,Risk score,9.0,2005,1291,10663,3296,12668,8000,0.15827281338806443,0.161375,0.6083131067961165,0.15947358234952583,0.7025304757704601,-0.5442576623823957,False
CVEfixes,risk_score,Risk score,8.9,2006,1291,10662,3297,12668,8000,0.15835175244711083,0.161375,0.6084319077949651,0.15952196632475324,0.70251316020446,-0.5441614077573491,False
CVEfixes,risk_score,Risk score,8.8,2814,1795,9854,4609,12668,8000,0.2221345121566151,0.224375,0.6105445866782382,0.2230017418231082,0.8787414590520016,-0.6566069468953866,False
CVEfixes,risk_score,Risk score,8.7,2823,1799,9845,4622,12668,8000,0.22284496368803283,0.224875,0.610774556469061,0.22363073350106444,0.880095295753045,-0.6572503320650122,False
CVEfixes,risk_score,Risk score,8.6,2864,1824,9804,4688,12668,8000,0.2260814651089359,0.228,0.6109215017064846,0.22682407586607314,0.8888208375160697,-0.6627393724071338,False
CVEfixes,risk_score,Risk score,8.5,2871,1829,9797,4700,12668,8000,0.22663403852226083,0.228625,0.6108510638297873,0.227404683568802,0.8905867245478749,-0.6639526860256141,False
CVEfixes,risk_score,Risk score,8.4,2876,1837,9792,4713,12668,8000,0.2270287338174929,0.229625,0.6102270316146828,0.22803367524675827,0.8935195003079648,-0.6664907664904719,False
CVEfixes,risk_score,Risk score,8.3,2880,1841,9788,4721,12668,8000,0.22734449005367857,0.230125,0.6100402457106545,0.2284207470485775,0.8949599148390092,-0.6676154247853305,False
CVEfixes,risk_score,Risk score,8.2,2921,1860,9747,4781,12668,8000,0.2305809914745816,0.2325,0.6109600501987033,0.2313237855622218,0.9014209414094657,-0.670839949934884,False
CVEfixes,risk_score,Risk score,8.1,3135,1997,9533,5132,12668,8000,0.24747395011051468,0.249625,0.6108729540140296,0.24830656086704084,0.9494218405157234,-0.7019478904052088,False
CVEfixes,risk_score,Risk score,8.0,3163,2015,9505,5178,12668,8000,0.24968424376381435,0.251875,0.6108536114329857,0.25053222372750145,0.9557305502454215,-0.7060463064816072,False
CVEfixes,risk_score,Risk score,7.9,3165,2016,9503,5181,12668,8000,0.24984212188190716,0.252,0.6108859293572669,0.25067737565318365,0.9560733383121823,-0.7062312164302752,False
CVEfixes,risk_score,Risk score,7.8,4016,2525,8652,6541,12668,8000,0.31701926113040735,0.315625,0.6139733985629109,0.316479581962454,1.1334441638155208,-0.8164249026851135,False
CVEfixes,risk_score,Risk score,7.7,4037,2537,8631,6574,12668,8000,0.3186769813703821,0.317125,0.6140857925159721,0.3180762531449584,1.1376095673146525,-0.8189325859442702,False
CVEfixes,risk_score,Risk score,7.6,4052,2551,8616,6603,12668,8000,0.3198610672560783,0.318875,0.6136604573678631,0.3194793884265531,1.1426337026073081,-0.8227726353512298,False
CVEfixes,risk_score,Risk score,7.5,5707,3628,6961,9335,12668,8000,0.45050520997789706,0.4535,0.6113551151580074,0.4516644087478227,1.520456917942917,-1.06995170796502,False
CVEfixes,risk_score,Risk score,7.4,5726,3638,6942,9364,12668,8000,0.452005052099779,0.45475,0.611490815890645,0.45306754402941746,1.523902114176526,-1.0718970620767472,False
CVEfixes,risk_score,Risk score,7.3,5769,3665,6899,9434,12668,8000,0.4553994316387749,0.458125,0.6115115539537842,0.4564544222953358,1.5333478632050732,-1.0779484315662984,False
CVEfixes,risk_score,Risk score,7.2,5908,3752,6760,9660,12668,8000,0.46637196084622673,0.469,0.6115942028985507,0.46738920069672923,1.56377646982328,-1.0974045089770532,False
CVEfixes,risk_score,Risk score,7.1,6033,3833,6635,9866,12668,8000,0.4762393432270287,0.479125,0.6114940198662072,0.4773562995935746,1.5921829791729216,-1.115943635945893,False
CVEfixes,risk_score,Risk score,7.0,6093,3874,6575,9967,12668,8000,0.4809756867698137,0.48425,0.6113173472459115,0.48224308109154246,1.6066182323621239,-1.12564254559231,False
CVEfixes,risk_score,Risk score,6.9,6122,3886,6546,10008,12668,8000,0.48326491948215977,0.48575,0.6117106314948042,0.4842268240758661,1.6106451113332534,-1.1273801918510937,False
CVEfixes,risk_score,Risk score,6.8,6223,3960,6445,10183,12668,8000,0.4912377644458478,0.495,0.6111165668270647,0.4926940197406619,1.636825259875571,-1.1455874954297232,False
CVEfixes,risk_score,Risk score,6.7,6246,3979,6422,10225,12668,8000,0.4930533628039154,0.497375,0.6108557457212714,0.49472614670021287,1.643597966634032,-1.1505446038301166,False
CVEfixes,risk_score,Risk score,6.6,6280,3996,6388,10276,12668,8000,0.49573729081149354,0.4995,0.6111327364733359,0.4971937294368105,1.649425363768967,-1.1536880729574734,False
CVEfixes,risk_score,Risk score,6.5,7025,4450,5643,11475,12668,8000,0.5545468898010736,0.55625,0.6122004357298475,0.5552061157344688,1.8078735833364552,-1.2533266935353817,False
CVEfixes,risk_score,Risk score,6.4,7045,4466,5623,11511,12668,8000,0.5561256709820019,0.55825,0.6120232820780124,0.5569479388426554,1.813565979196632,-1.2574403082146302,False
CVEfixes,risk_score,Risk score,6.3,7083,4494,5585,11577,12668,8000,0.5591253552257657,0.56175,0.6118165327805131,0.560141281207664,1.8234757252539415,-1.264350370028176,False
CVEfixes,risk_score,Risk score,6.2,7113,4511,5555,11624,12668,8000,0.5614935269971582,0.563875,0.6119236063317275,0.562415328043352,1.8293723846528782,-1.26787885765572,False
CVEfixes,risk_score,Risk score,6.1,8187,5192,4481,13379,12668,8000,0.6462740764130092,0.649,0.6119291426862994,0.6473292045674472,2.06779794112512,-1.421523864712111,False
CVEfixes,risk_score,Risk score,6.0,8199,5199,4469,13398,12668,8000,0.6472213451215661,0.649875,0.6119570085087327,0.6482485000967679,2.0702320887244468,-1.4230107436028805,False
CVEfixes,risk_score,Risk score,5.9,8329,5274,4339,13603,12668,8000,0.6574834227976003,0.65925,0.6122914063074322,0.6581672150183859,2.096287505051519,-1.4388040822539188,False
CVEfixes,risk_score,Risk score,5.8,8345,5283,4323,13628,12668,8000,0.6587464477423429,0.660375,0.612342236571764,0.659376814399071,2.0994072287843677,-1.4406607810420249,False
CVEfixes,risk_score,Risk score,5.7,8363,5293,4305,13656,12668,8000,0.6601673508051784,0.661625,0.6124048037492678,0.6607315657054383,2.1028697405839774,-1.4427023897787992,False
CVEfixes,risk_score,Risk score,5.6,8369,5297,4299,13666,12668,8000,0.6606409851594569,0.662125,0.6123957266208108,0.6612154054577124,2.1042755239830213,-1.443634538823564,False
CVEfixes,risk_score,Risk score,5.5,9259,5850,3409,15109,12668,8000,0.7308967477107673,0.73125,0.6128135548348667,0.7310334817108574,2.2975774871578505,-1.5666807394470834,False
CVEfixes,risk_score,Risk score,5.4,9937,6316,2731,16253,12668,8000,0.7844174297442374,0.7895,0.6113948194179536,0.7863847493710083,2.461714880032491,-1.6772974502882536,False
CVEfixes,risk_score,Risk score,5.3,10326,6550,2342,16876,12668,8000,0.8151247237132934,0.81875,0.6118748518606305,0.8165279659376814,2.5432952173685606,-1.7281704936552673,False
CVEfixes,risk_score,Risk score,5.2,10334,6558,2334,16892,12668,8000,0.8157562361856646,0.81975,0.611768884679138,0.8173021095413199,2.5461760464306495,-1.730419810244985,False
CVEfixes,risk_score,Risk score,5.1,10346,6564,2322,16910,12668,8000,0.8167035048942216,0.8205,0.6118273211117682,0.8181730210954132,2.5482327748312152,-1.7315292699369937,False
CVEfixes,risk_score,Risk score,5.0,10497,6663,2171,17160,12668,8000,0.8286233028102306,0.832875,0.6117132867132867,0.8302690149022643,2.582982625042556,-1.754359322232325,False
CVEfixes,risk_score,Risk score,4.9,10635,6742,2033,17377,12668,8000,0.839516892958636,0.84275,0.61201588306382,0.8407683375266112,2.6104091936366713,-1.7708923006780355,False
CVEfixes,risk_score,Risk score,4.8,10764,6816,1904,17580,12668,8000,0.8497000315756236,0.852,0.6122866894197952,0.8505902844977743,2.636104506330983,-1.7864044747553594,False
CVEfixes,risk_score,Risk score,4.7,10860,6885,1808,17745,12668,8000,0.8572781812440796,0.860625,0.6120033812341504,0.8585736404102962,2.6604841367094947,-1.8032059554654154,False
CVEfixes,risk_score,Risk score,4.6,10922,6926,1746,17848,12668,8000,0.8621724029049573,0.86575,0.6119453160017929,0.8635571898587188,2.6748847587666966,-1.812712355861739,False
CVEfixes,risk_score,Risk score,4.5,10923,6927,1745,17850,12668,8000,0.8622513419640038,0.865875,0.6119327731092437,0.8636539578091736,2.6752448623994574,-1.8129935204354537,False
CVEfixes,risk_score,Risk score,4.4,10953,6954,1715,17907,12668,8000,0.8646195137353963,0.86925,0.6116602445970849,0.8664118443971357,2.6849157137860074,-1.820296200050611,False
CVEfixes,risk_score,Risk score,4.3,11400,7238,1268,18638,12668,8000,0.8999052731291443,0.90475,0.6116536109024573,0.9017805302883685,2.7843627082321327,-1.8844574351029884,False
CVEfixes,risk_score,Risk score,4.2,11404,7238,1264,18642,12668,8000,0.90022102936533,0.90475,0.6117369380967708,0.9019740661892781,2.7842934459681317,-1.8840724166028018,False
CVEfixes,risk_score,Risk score,4.1,11410,7241,1258,18651,12668,8000,0.9006946637196085,0.905125,0.6117634443193395,0.9024095219663247,2.785321810168414,-1.8846271464488054,False
CVEfixes,risk_score,Risk score,4.0,11446,7259,1222,18705,12668,8000,0.9035364698452795,0.907375,0.6119219460037423,0.9050222566286046,2.7914919953701105,-1.8879555255248308,False
CVEfixes,risk_score,Risk score,3.8,11451,7261,1217,18712,12668,8000,0.9039311651405115,0.907625,0.6119602394185549,0.9053609444551964,2.7921602559376324,-1.8882290907971206,False
CVEfixes,risk_score,Risk score,3.7,11473,7278,1195,18751,12668,8000,0.9056678244395326,0.90975,0.611860700762626,0.9072479194890652,2.79819543986457,-1.8925276154250374,False
CVEfixes,risk_score,Risk score,3.6,11486,7286,1182,18772,12668,8000,0.9066940322071361,0.91075,0.611868740677605,0.9082639829688407,2.8009896910966576,-1.8942956588895217,False
CVEfixes,risk_score,Risk score,3.5,11542,7318,1126,18860,12668,8000,0.9111146195137354,0.91475,0.611983032873807,0.9125217727888524,2.812097433761009,-1.9009828142472733,False
CVEfixes,risk_score,Risk score,3.3,11608,7354,1060,18962,12668,8000,0.9163245974107989,0.91925,0.6121717118447421,0.9174569382620477,2.8245416975604027,-1.908217100149604,False
CVEfixes,risk_score,Risk score,3.1,11614,7355,1054,18969,12668,8000,0.9167982317650774,0.919375,0.61226211186673,0.9177956260886394,2.824815223363163,-1.9080169915980854,False
CVEfixes,risk_score,Risk score,2.9,11615,7356,1053,18971,12668,8000,0.9168771708241238,0.9195,0.6122502767381793,0.9178923940390943,2.8251753269959234,-1.9082981561717998,False
CVEfixes,risk_score,Risk score,2.8,11628,7365,1040,18993,12668,8000,0.9179033785917272,0.920625,0.6122255567840783,0.9189568414940972,2.828346997426773,-1.9104436188350455,False
CVEfixes,risk_score,Risk score,2.7,11640,7367,1028,19007,12668,8000,0.9188506473002842,0.920875,0.6124059557005314,0.9196342171472808,2.828894049032293,-1.9100434017320087,False
CVEfixes,risk_score,Risk score,2.6,11650,7369,1018,19019,12668,8000,0.9196400378907483,0.921125,0.6125453493874546,0.9202148248500097,2.8294757317698136,-1.909835693879065,False
CVEfixes,risk_score,Risk score,2.5,11651,7370,1017,19021,12668,8000,0.9197189769497948,0.92125,0.6125335155880343,0.9203115928004645,2.8298358354025743,-1.9101168584527797,False
CVEfixes,risk_score,Risk score,2.4,11654,7372,1014,19026,12668,8000,0.919955794126934,0.9215,0.612530221801745,0.9205535126766015,2.8305387271020965,-1.9105829329751627,False
CVEfixes,risk_score,Risk score,2.3,11661,7378,1007,19039,12668,8000,0.9205083675402589,0.92225,0.6124796470402857,0.9211825043545577,2.832682033332663,-1.9121736657924042,False
CVEfixes,risk_score,Risk score,2.2,11666,7380,1002,19046,12668,8000,0.920903062835491,0.9225,0.6125170639504358,0.9215211921811496,2.833350293900185,-1.9124472310646938,False
CVEfixes,risk_score,Risk score,2.1,11717,7419,951,19136,12668,8000,0.9249289548468582,0.927375,0.6123014214046822,0.925875749951616,2.847186548785866,-1.9222575939390079,False
CVEfixes,risk_score,Risk score,1.9,11746,7438,922,19184,12668,8000,0.9272181875592043,0.92975,0.612281067556297,0.9281981807625315,2.853855362148326,-1.926637174589121,False
CVEfixes,risk_score,Risk score,1.7,11747,7438,921,19185,12668,8000,0.9272971266182507,0.92975,0.6123012770393537,0.9282465647377589,2.853838046582325,-1.9265409199640746,False
CVEfixes,risk_score,Risk score,1.2,11748,7440,920,19188,12668,8000,0.9273760656772971,0.93,0.6122576610381488,0.9283917166634411,2.8545755694138477,-1.9271995037365506,False
CVEfixes,coverage_only,Coverage only,0.9,1,0,12667,1,12668,8000,7.893905904641616e-05,0.0,1.0,4.8383975227404685e-05,0.24998268443399976,-0.24990374537495336,True
CVEfixes,coverage_only,Coverage only,0.7142857142857143,12,0,12656,12,12668,8000,0.000947268708556994,0.0,1.0,0.0005806077027288562,0.2497922132079972,-0.2488449444994402,True
CVEfixes,coverage_only,Coverage only,0.6388888888888888,23,0,12645,23,12668,8000,0.0018155983580675718,0.0,1.0,0.0011128314302303076,0.24960174198199464,-0.24778614362392706,True
CVEfixes,coverage_only,Coverage only,0.5921052631578947,34,0,12634,34,12668,8000,0.00268392800757815,0.0,1.0,0.0016450551577317592,0.24941127075599206,-0.2467273427484139,True
CVEfixes,coverage_only,Coverage only,0.5769230769230769,57,0,12611,57,12668,8000,0.004499526365645721,0.0,1.0,0.002757886587962067,0.24901301273798665,-0.24451348637234094,True
CVEfixes,coverage_only,Coverage only,0.55,82,0,12586,82,12668,8000,0.006473002841806126,0.0,1.0,0.003967485968647184,0.24858012358798084,-0.24210712074617471,True
CVEfixes,coverage_only,Coverage only,0.525,103,0,12565,103,12668,8000,0.008130723081780864,0.0,1.0,0.004983549448422682,0.24821649670197593,-0.24008577362019506,True
CVEfixes,coverage_only,Coverage only,0.5102040816326531,119,0,12549,119,12668,8000,0.009393748026523523,0.0,1.0,0.005757693052061157,0.2479394476459722,-0.2385456996194487,True
CVEfixes,coverage_only,Coverage only,0.4925373134328358,161,0,12507,161,12668,8000,0.012709188506473002,0.0,1.0,0.007789820011612154,0.24721219387396237,-0.23450300536748936,True
CVEfixes,coverage_only,Coverage only,0.4807692307692308,183,0,12485,183,12668,8000,0.014445847805494159,0.0,1.0,0.008854267466615056,0.24683125142195722,-0.23238540361646307,True
CVEfixes,coverage_only,Coverage only,0.47058823529411764,214,0,12454,214,12668,8000,0.01689295863593306,0.0,1.0,0.010354170698664603,0.24629446887594997,-0.2294015102400169,True
CVEfixes,coverage_only,Coverage only,0.45652173913043476,243,0,12425,243,12668,8000,0.01918219134827913,0.0,1.0,0.011757305980259338,0.2457923174619432,-0.22661012611366407,True
CVEfixes,coverage_only,Coverage only,0.4411764705882353,301,1,12367,302,12668,8000,0.023760656772971265,0.000125,0.9966887417218543,0.014611960518676215,0.245165433832691,-0.22140477705971973,True
CVEfixes,coverage_only,Coverage only,0.43333333333333335,323,1,12345,324,12668,8000,0.02549731607199242,0.000125,0.9969135802469136,0.015676407973679116,0.24478449138068584,-0.21928717530869343,True
CVEfixes,coverage_only,Coverage only,0.4222222222222222,367,1,12301,368,12668,8000,0.028970634670034735,0.000125,0.9972826086956522,0.017805302883684922,0.24402260647667556,-0.21505197180664085,True
CVEfixes,coverage_only,Coverage only,0.4117647058823529,408,1,12260,409,12668,8000,0.032207136090937796,0.000125,0.9975550122249389,0.019789045868008514,0.24331266827066594,-0.21110553217972816,True
CVEfixes,coverage_only,Coverage only,0.40476190476190477,439,1,12229,440,12668,8000,0.0346542469213767,0.000125,0.9977272727272727,0.02128894910005806,0.24277588572465872,-0.20812163880328205,True
CVEfixes,coverage_only,Coverage only,0.391304347826087,489,2,12179,491,12668,8000,0.038601199873697506,0.00025,0.9959266802443992,0.0237565318366557,0.2422875266234084,-0.2036863267497109,True
CVEfixes,coverage_only,Coverage only,0.38181818181818183,535,2,12133,537,12668,8000,0.042232396589832646,0.00025,0.9962756052141527,0.025982194697116316,0.24149101058739764,-0.199258613997565,True
CVEfixes,coverage_only,Coverage only,0.37209302325581395,586,2,12082,588,12668,8000,0.046258288601199876,0.00025,0.9965986394557823,0.028449777433713953,0.24060791672138573,-0.19434962812018586,True
CVEfixes,coverage_only,Coverage only,0.36585365853658536,625,5,12043,630,12668,8000,0.04933691190401011,0.000625,0.9920634920634921,0.03048190439326495,0.2410648672436607,-0.1917279553396506,True
CVEfixes,coverage_only,Coverage only,0.35714285714285715,686,5,11982,691,12668,8000,0.05415219450584149,0.000625,0.9927641099855282,0.033433326882136634,0.24000861771764645,-0.18585642321180498,True
CVEfixes,coverage_only,Coverage only,0.34782608695652173,762,6,11906,768,12668,8000,0.06015156299336912,0.00075,0.9921875,0.0371588929746468,0.23907005390039007,-0.17891849090702094,True
CVEfixes,coverage_only,Coverage only,0.3409090909090909,815,6,11853,821,12668,8000,0.06433533312282917,0.00075,0.9926918392204629,0.03972324366169924,0.23815232890237767,-0.1738169957795485,True
CVEfixes,coverage_only,Coverage only,0.32894736842105265,923,6,11745,929,12668,8000,0.07286075149984213,0.00075,0.9935414424111948,0.04494871298625895,0.23628224777435242,-0.1634214962745103,True
CVEfixes,coverage_only,Coverage only,0.3235294117647059,969,6,11699,975,12668,8000,0.07649194821597727,0.00075,0.9938461538461538,0.04717437584671957,0.23548573173834167,-0.1589937835223644,True
CVEfixes,coverage_only,Coverage only,0.3170731707317073,1040,6,11628,1046,12668,8000,0.08209662140827281,0.00075,0.994263862332696,0.0506096380878653,0.23425632655232506,-0.15215970514405225,True
CVEfixes,coverage_only,Coverage only,0.3106796116504854,1114,7,11554,1121,12668,8000,0.0879381117777076,0.000875,0.9937555753791257,0.05423843622992065,0.23335239386706913,-0.14541428208936152,True
CVEfixes,coverage_only,Coverage only,0.3050847457627119,1200,8,11468,1208,12668,8000,0.0947268708556994,0.001,0.9933774834437086,0.05844784207470486,0.2322406743898104,-0.13751380353411097,True
CVEfixes,coverage_only,Coverage only,0.30120481927710846,1249,8,11419,1257,12668,8000,0.0985948847489738,0.001,0.9936356404136834,0.06081865686084769,0.23139221165579893,-0.13279732690682514,True
CVEfixes,coverage_only,Coverage only,0.29508196721311475,1342,13,11326,1355,12668,8000,0.1059362172402905,0.001625,0.9904059040590406,0.06556028643313334,0.23166896001158405,-0.12573274277129357,True
CVEfixes,coverage_only,Coverage only,0.2894736842105263,1427,13,11241,1440,12668,8000,0.11264603725923587,0.001625,0.9909722222222223,0.06967292432746275,0.23019713690156418,-0.11755109964232831,True
CVEfixes,coverage_only,Coverage only,0.2833333333333333,1506,15,11162,1521,12668,8000,0.11888222292390274,0.001875,0.9901380670611439,0.07359202632088252,0.22958404558506845,-0.11070182266116571,True
CVEfixes,coverage_only,Coverage only,0.2777777777777778,1648,17,11020,1665,12668,8000,0.13009156930849383,0.002125,0.9897897897897898,0.0805593187536288,0.22788007361055795,-0.09778850430206415,True
CVEfixes,coverage_only,Coverage only,0.27419354838709675,1696,19,10972,1715,12668,8000,0.13388064414272183,0.002375,0.9889212827988338,0.08297851751499903,0.22780376484006948,-0.09392312069734766,True
CVEfixes,coverage_only,Coverage only,0.2682926829268293,1822,22,10846,1844,12668,8000,0.14382696558257024,0.00275,0.9880694143167028,0.08922005031933423,0.22675426112032415,-0.08292729553775391,True
CVEfixes,coverage_only,Coverage only,0.2631578947368421,1933,26,10735,1959,12668,8000,0.15258920113672245,0.00325,0.9867279224093926,0.09478420747048577,0.22634191008934368,-0.07375270895262123,True
CVEfixes,coverage_only,Coverage only,0.2595419847328244,1983,28,10685,2011,12668,8000,0.15653615408904326,0.0035,0.9860765788165092,0.09730017418231082,0.22623097018685473,-0.06969481609781147,True
CVEfixes,coverage_only,Coverage only,0.2549019607843137,2113,32,10555,2145,12668,8000,0.16679823176507735,0.004,0.985081585081585,0.10378362686278304,0.22548962340186982,-0.05869139163679247,True
CVEfixes,coverage_only,Coverage only,0.24719101123595505,2307,38,10361,2345,12668,8000,0.1821124092200821,0.00475,0.9837953091684435,0.11346042190826398,0.22439491879039267,-0.042282509570310566,True
CVEfixes,coverage_only,Coverage only,0.24358974358974358,2371,38,10297,2409,12668,8000,0.18716450899905274,0.00475,0.9842258198422582,0.11655699632281788,0.2232867225663777,-0.036122213567324944,True
CVEfixes,coverage_only,Coverage only,0.2391304347826087,2536,42,10132,2578,12668,8000,0.2001894537417114,0.00525,0.9837083010085338,0.12473388813624928,0.22193933097138463,-0.02174987722967323,True
CVEfixes,coverage_only,Coverage only,0.23404255319148937,2680,45,9988,2725,12668,8000,0.21155667824439534,0.005625,0.9834862385321101,0.13184633249467775,0.22057814706363504,-0.009021468819239705,True
CVEfixes,coverage_only,Coverage only,0.22916666666666666,2843,54,9825,2897,12668,8000,0.22442374486896116,0.00675,0.9813600276147739,0.14016837623379136,0.22115248259444925,0.0032712622745119067,True
CVEfixes,coverage_only,Coverage only,0.22522522522522523,2982,61,9686,3043,12668,8000,0.235396274076413,0.007625,0.9799539927702925,0.14723243661699245,0.22138755331174637,0.014008720764666638,True
CVEfixes,coverage_only,Coverage only,0.22077922077922077,3160,67,9508,3227,12668,8000,0.2494474265866751,0.008375,0.9792376820576387,0.15613508805883491,0.22056989775627298,0.02887752883040211,True
CVEfixes,coverage_only,Coverage only,0.21782178217821782,3259,69,9409,3328,12668,8000,0.2572623934322703,0.008625,0.9792668269230769,0.16102186955680278,0.21961049511977257,0.03765189831249774,True
CVEfixes,coverage_only,Coverage only,0.21428571428571427,3420,80,9248,3500,12668,8000,0.26997158193874327,0.01,0.9771428571428571,0.1693439132959164,0.22097430018011,0.048997281758633264,True
CVEfixes,coverage_only,Coverage only,0.21153846153846154,3501,85,9167,3586,12668,8000,0.276365645721503,0.010625,0.9762967094255438,0.1735049351654732,0.22145883532789792,0.05490681039360512,True
CVEfixes,coverage_only,Coverage only,0.20833333333333334,3638,94,9030,3732,12668,8000,0.287180296810862,0.01175,0.9748124330117899,0.18056899554867428,0.22248337557471823,0.06469692123614378,True
CVEfixes,coverage_only,Coverage only,0.20481927710843373,3741,110,8927,3851,12668,8000,0.29531101989264286,0.01375,0.9714359906517788,0.18632668860073542,0.22673857945687606,0.0685724404357668,True
CVEfixes,coverage_only,Coverage only,0.20253164556962025,3821,114,8847,3935,12668,8000,0.3016261446163562,0.01425,0.9710292249047014,0.19039094251983743,0.22686301097190284,0.07476313364445333,True
CVEfixes,coverage_only,Coverage only,0.19672131147540983,4032,136,8636,4168,12668,8000,0.31828228607514997,0.017,0.9673704414587332,0.2016644087478227,0.23151264891860363,0.08676963715654633,True
CVEfixes,coverage_only,Coverage only,0.1935483870967742,4207,146,8461,4353,12668,8000,0.33209662140827284,0.01825,0.9664599127038824,0.21061544416489258,0.23225661685617643,0.09984000455209638,True
CVEfixes,coverage_only,Coverage only,0.19090909090909092,4292,152,8376,4444,12668,8000,0.33880644142721816,0.019,0.9657965796579658,0.21501838591058642,0.23304930893872478,0.10575713248849339,True
CVEfixes,coverage_only,Coverage only,0.1875,4476,179,8192,4655,12668,8000,0.3533312282917588,0.022375,0.961546723952739,0.2252274046835688,0.24005356316123874,0.11327766513052004,True
CVEfixes,coverage_only,Coverage only,0.18461538461538463,4567,190,8101,4757,12668,8000,0.36051468266498266,0.02375,0.9600588606264452,0.23016257015676408,0.24262945784159254,0.11788522482339008,True
CVEfixes,coverage_only,Coverage only,0.18072289156626506,4750,213,7918,4963,12668,8000,0.3749605304704768,0.026625,0.9570824098327625,0.24012966905360944,0.24814135083506125,0.12681917963541556,True
CVEfixes,coverage_only,Coverage only,0.1782178217821782,4877,226,7791,5103,12668,8000,0.38498579096937163,0.02825,0.9557123260826964,0.2469034255854461,0.2508487235369294,0.13413706743244225,True
CVEfixes,coverage_only,Coverage only,0.17543859649122806,5001,243,7667,5244,12668,8000,0.39477423429112724,0.030375,0.9536613272311213,0.2537255660925102,0.25511771973184366,0.13965651455928352,True
CVEfixes,coverage_only,Coverage only,0.1728395061728395,5139,255,7529,5394,12668,8000,0.4056678244395327,0.031875,0.9527252502780867,0.26098316237662084,0.2572572020089479,0.1484106224305848,True
CVEfixes,coverage_only,Coverage only,0.16981132075471697,5299,268,7369,5567,12668,8000,0.4182980738869593,0.0335,0.9518591701095743,0.2693535900909619,0.2593931610328083,0.15890491285415098,True
CVEfixes,coverage_only,Coverage only,0.1650485436893204,5549,306,7119,5855,12668,8000,0.4380328386485633,0.03825,0.9477369769427839,0.2832881749564544,0.2694061990856819,0.16862663956288143,True
CVEfixes,coverage_only,Coverage only,0.16304347826086957,5612,316,7056,5928,12668,8000,0.4430059993684875,0.0395,0.946693657219973,0.28682020514805495,0.27208951041528084,0.17091648895320663,True
CVEfixes,coverage_only,Coverage only,0.16,5778,339,6890,6117,12668,8000,0.45610988317019263,0.042375,0.9445806768023541,0.2959647764660345,0.2778957680307536,0.17821411513943902,True
CVEfixes,coverage_only,Coverage only,0.15584415584415584,5954,366,6714,6320,12668,8000,0.4700031575623619,0.04575,0.9420886075949367,0.3057867234371976,0.2850385467812694,0.1849646107810925,True
CVEfixes,coverage_only,Coverage only,0.15306122448979592,6090,390,6578,6480,12668,8000,0.4807388695926745,0.04875,0.9398148148148148,0.31352815947358237,0.2917416905755105,0.18899717901716398,True
CVEfixes,coverage_only,Coverage only,0.15053763440860216,6191,415,6477,6606,12668,8000,0.4887117145563625,0.051875,0.9371783227369058,0.31962454035223536,0.2994282983785212,0.18928341617784136,True
CVEfixes,coverage_only,Coverage only,0.1476510067114094,6370,459,6298,6829,12668,8000,0.502841806125671,0.057375,0.9327866451896325,0.3304141668279466,0.31293525680997963,0.18990654931569143,True
CVEfixes,coverage_only,Coverage only,0.14516129032258066,6501,484,6167,6985,12668,8000,0.5131828228607515,0.0605,0.9307086614173228,0.33796206696342174,0.3201023976329832,0.19308042522776825,True
CVEfixes,coverage_only,Coverage only,0.14084507042253522,6700,544,5968,7244,12668,8000,0.5288916956109884,0.068,0.924903368304804,0.35049351654731953,0.3393017519246189,0.18958994368636947,True
CVEfixes,coverage_only,Coverage only,0.13846153846153847,6807,569,5861,7376,12668,8000,0.5373381749289549,0.071125,0.922857917570499,0.35688020127733694,0.34688446633162806,0.19045370859732674,True
CVEfixes,coverage_only,Coverage only,0.13533834586466165,6959,617,5709,7576,12668,8000,0.5493369119040101,0.077125,0.918558606124604,0.3665569963228179,0.36236862184013835,0.18696829006387178,True
